NIK;Nama;Alamat_Asal;Alamat_Tujuan;Alasan_Kepindahan;Tanggal_Kepindahan
8523783723;Rina Hidayat;Jalan Gatot Subroto No. 81, Kota Jawa Timur, Jawa Timur, 59064;Jalan Gatot Subroto No. 14, Kota Jawa Tengah, Jawa Tengah, 50725;Pendidikan;03/28/2011
4803579816;Budi Hidayat;Jalan Diponegoro No. 46, Kota Sumatera Utara, Sumatera Utara, 79223;Jalan Ahmad Yani No. 30, Kota Bali, Bali, 59615;Lainnya;09/03/2018
6385279811;Rita Susanto;Jalan Veteran No. 75, Kota Banten, Banten, 20175;Jalan Veteran No. 41, Kota Jawa Barat, Jawa Barat, 83634;Pekerjaan;03/02/2008
5256696312;Budi Gunawan;Jalan Sudirman No. 4, Kota Sumatera Utara, Sumatera Utara, 64793;Jalan Gatot Subroto No. 69, Kota Banten, Banten, 32635;Keluarga;04/19/2012
1929981573;Bambang Andriani;Jalan Veteran No. 45, Kota Jawa Tengah, Jawa Tengah, 47123;Jalan Gatot Subroto No. 86, Kota DKI Jakarta, DKI Jakarta, 11691;Lainnya;01/30/2001
7491364323;Slamet Andriani;Jalan Gatot Subroto No. 94, Kota Jawa Timur, Jawa Timur, 26442;Jalan Sudirman No. 53, Kota Sumatera Utara, Sumatera Utara, 45275;Lainnya;02/20/2013
583230047;Eko Sirait;Jalan Ahmad Yani No. 20, Kota Jawa Timur, Jawa Timur, 66952;Jalan Diponegoro No. 13, Kota Sumatera Utara, Sumatera Utara, 55978;Pendidikan;03/25/2018
8439348993;Yulio Andriani;Jalan Ahmad Yani No. 32, Kota Jawa Barat, Jawa Barat, 65887;Jalan Gatot Subroto No. 56, Kota DKI Jakarta, DKI Jakarta, 47541;Lainnya;03/31/2008
4014753159;Slamet Setiawan;Jalan Sudirman No. 94, Kota Jawa Barat, Jawa Barat, 33336;Jalan Gatot Subroto No. 74, Kota Banten, Banten, 35441;Pekerjaan;04/19/2011
2018457440;Rini Santoso;Jalan Gatot Subroto No. 53, Kota Bali, Bali, 53552;Jalan Gatot Subroto No. 78, Kota Sumatera Barat, Sumatera Barat, 54563;Lainnya;07/11/2013
5805665224;Erni Andriani;Jalan Merdeka No. 48, Kota DKI Jakarta, DKI Jakarta, 94389;Jalan Ahmad Yani No. 3, Kota DKI Jakarta, DKI Jakarta, 41230;Lainnya;12/01/2024
5963172131;Maya Gunawan;Jalan Ahmad Yani No. 85, Kota Sumatera Barat, Sumatera Barat, 79057;Jalan Merdeka No. 48, Kota Jawa Barat, Jawa Barat, 66894;Pendidikan;12/08/2005
5940117161;Agus Pranoto;Jalan Merdeka No. 62, Kota Banten, Banten, 98945;Jalan Merdeka No. 91, Kota Banten, Banten, 35683;Lainnya;02/18/2002
1652147174;Rita Wijaya;Jalan Sudirman No. 28, Kota Sumatera Utara, Sumatera Utara, 19061;Jalan Sudirman No. 30, Kota Jawa Tengah, Jawa Tengah, 66113;Pekerjaan;10/16/2023
934211490;Maya Saputra;Jalan Diponegoro No. 19, Kota Sumatera Utara, Sumatera Utara, 23431;Jalan Merdeka No. 33, Kota Jawa Barat, Jawa Barat, 97448;Keluarga;05/26/2023
7745752454;Agus Kurniawan;Jalan Ahmad Yani No. 87, Kota DKI Jakarta, DKI Jakarta, 13404;Jalan Gatot Subroto No. 24, Kota Sumatera Utara, Sumatera Utara, 42964;Pekerjaan;03/28/2021
2727005907;Indah Gunawan;Jalan Merdeka No. 11, Kota Jawa Tengah, Jawa Tengah, 85262;Jalan Veteran No. 30, Kota Sumatera Utara, Sumatera Utara, 37339;Pendidikan;07/12/2018
6819673967;Agus Hutapea;Jalan Diponegoro No. 43, Kota Jawa Tengah, Jawa Tengah, 95952;Jalan Gatot Subroto No. 76, Kota Banten, Banten, 87237;Pendidikan;06/30/2000
3803540900;Wati Hartono;Jalan Veteran No. 76, Kota Jawa Tengah, Jawa Tengah, 99836;Jalan Merdeka No. 32, Kota Jawa Timur, Jawa Timur, 11561;Pekerjaan;11/14/2007
1665070863;Maya Saputra;Jalan Diponegoro No. 70, Kota Jawa Tengah, Jawa Tengah, 26161;Jalan Veteran No. 5, Kota Jawa Barat, Jawa Barat, 47351;Pekerjaan;11/22/2022
5847521935;Muhammad Gunawan;Jalan Merdeka No. 16, Kota DKI Jakarta, DKI Jakarta, 65517;Jalan Veteran No. 35, Kota Jawa Barat, Jawa Barat, 22870;Lainnya;03/29/2024
1589865095;Yuni Wijaya;Jalan Veteran No. 97, Kota DKI Jakarta, DKI Jakarta, 44364;Jalan Merdeka No. 88, Kota Sumatera Utara, Sumatera Utara, 93932;Keluarga;05/08/2011
928416268;Lia Nugroho;Jalan Merdeka No. 57, Kota DKI Jakarta, DKI Jakarta, 51683;Jalan Diponegoro No. 46, Kota Sumatera Utara, Sumatera Utara, 76489;Pendidikan;10/07/2005
4626230539;Rudi Hutapea;Jalan Ahmad Yani No. 45, Kota Sumatera Barat, Sumatera Barat, 38001;Jalan Ahmad Yani No. 89, Kota Sumatera Utara, Sumatera Utara, 83781;Keluarga;02/06/2006
5838934905;Ahmad Santoso;Jalan Diponegoro No. 66, Kota Sumatera Barat, Sumatera Barat, 32262;Jalan Sudirman No. 98, Kota Jawa Barat, Jawa Barat, 43426;Pendidikan;09/02/2018
2701048872;Indah Andriani;Jalan Gatot Subroto No. 59, Kota Sumatera Barat, Sumatera Barat, 21482;Jalan Merdeka No. 55, Kota Sumatera Utara, Sumatera Utara, 59444;Pekerjaan;02/06/2014
4353606431;Hadi Saputra;Jalan Ahmad Yani No. 76, Kota DKI Jakarta, DKI Jakarta, 10728;Jalan Sudirman No. 29, Kota Jawa Tengah, Jawa Tengah, 85200;Keluarga;05/11/2018
6106261528;Eko Wijaya;Jalan Gatot Subroto No. 38, Kota Jawa Tengah, Jawa Tengah, 39029;Jalan Sudirman No. 78, Kota Banten, Banten, 79396;Keluarga;05/15/2013
6754549594;Dewi Nugroho;Jalan Gatot Subroto No. 40, Kota Jawa Timur, Jawa Timur, 19069;Jalan Sudirman No. 20, Kota Jawa Tengah, Jawa Tengah, 51401;Pendidikan;10/03/2011
7520042548;Eko Wijaya;Jalan Gatot Subroto No. 71, Kota Sumatera Barat, Sumatera Barat, 94778;Jalan Merdeka No. 54, Kota Sumatera Barat, Sumatera Barat, 73614;Keluarga;01/25/2005
6995315075;Hadi Wijaya;Jalan Sudirman No. 42, Kota Jawa Timur, Jawa Timur, 81012;Jalan Diponegoro No. 37, Kota Jawa Tengah, Jawa Tengah, 93850;Pendidikan;07/18/2023
5598538334;Yuni Nugroho;Jalan Ahmad Yani No. 86, Kota Jawa Barat, Jawa Barat, 19266;Jalan Gatot Subroto No. 30, Kota Jawa Tengah, Jawa Tengah, 24877;Pendidikan;05/23/2022
1979919448;Dedi Nugroho;Jalan Sudirman No. 50, Kota Jawa Timur, Jawa Timur, 75043;Jalan Veteran No. 76, Kota DKI Jakarta, DKI Jakarta, 76195;Pendidikan;07/28/2008
6391229097;Iwan Sirait;Jalan Gatot Subroto No. 97, Kota Jawa Barat, Jawa Barat, 36458;Jalan Merdeka No. 17, Kota Jawa Barat, Jawa Barat, 69159;Pendidikan;08/04/2003
7649870692;Susan Prasetyo;Jalan Merdeka No. 12, Kota Sumatera Utara, Sumatera Utara, 34349;Jalan Gatot Subroto No. 81, Kota Banten, Banten, 82703;Pendidikan;09/04/2014
7888619579;Maya Wijaya;Jalan Ahmad Yani No. 91, Kota Bali, Bali, 44544;Jalan Sudirman No. 60, Kota DKI Jakarta, DKI Jakarta, 52536;Pekerjaan;06/26/2008
3069971512;Iwan Susanto;Jalan Gatot Subroto No. 69, Kota Jawa Barat, Jawa Barat, 25271;Jalan Ahmad Yani No. 16, Kota DKI Jakarta, DKI Jakarta, 28983;Lainnya;08/28/2016
8108585380;Agus Saputra;Jalan Ahmad Yani No. 38, Kota DKI Jakarta, DKI Jakarta, 53575;Jalan Sudirman No. 53, Kota Jawa Barat, Jawa Barat, 50503;Pekerjaan;08/31/2006
7223045470;Rita Santoso;Jalan Sudirman No. 39, Kota Sumatera Barat, Sumatera Barat, 41678;Jalan Veteran No. 56, Kota Banten, Banten, 48984;Keluarga;11/05/2003
6727644281;Susan Kurniawan;Jalan Gatot Subroto No. 67, Kota Sumatera Barat, Sumatera Barat, 83833;Jalan Sudirman No. 90, Kota Sumatera Utara, Sumatera Utara, 72525;Lainnya;11/22/2003
9370577025;Eko Gunawan;Jalan Ahmad Yani No. 84, Kota Sumatera Utara, Sumatera Utara, 60415;Jalan Gatot Subroto No. 63, Kota Jawa Tengah, Jawa Tengah, 86299;Keluarga;09/02/2007
8127894887;Adi Nugroho;Jalan Sudirman No. 85, Kota Sumatera Barat, Sumatera Barat, 60484;Jalan Merdeka No. 32, Kota Bali, Bali, 45447;Lainnya;02/27/2016
6025183798;Hendro Susanto;Jalan Gatot Subroto No. 27, Kota DKI Jakarta, DKI Jakarta, 18364;Jalan Sudirman No. 17, Kota DKI Jakarta, DKI Jakarta, 23137;Lainnya;01/06/2022
619879018;Dedi Saputra;Jalan Gatot Subroto No. 41, Kota Jawa Timur, Jawa Timur, 52706;Jalan Gatot Subroto No. 87, Kota Jawa Tengah, Jawa Tengah, 14195;Lainnya;06/13/2013
2074463895;Ani Wijaya;Jalan Sudirman No. 41, Kota Sumatera Utara, Sumatera Utara, 24981;Jalan Merdeka No. 62, Kota Bali, Bali, 45757;Pendidikan;08/11/2007
7667407796;Hendro Gunawan;Jalan Veteran No. 17, Kota Sumatera Utara, Sumatera Utara, 22557;Jalan Veteran No. 69, Kota Sumatera Utara, Sumatera Utara, 96477;Pendidikan;03/16/2023
8297681221;Lia Sirait;Jalan Ahmad Yani No. 49, Kota Sumatera Utara, Sumatera Utara, 80892;Jalan Merdeka No. 4, Kota Sumatera Barat, Sumatera Barat, 25004;Pekerjaan;08/20/2024
8443976822;Muhammad Wijaya;Jalan Diponegoro No. 45, Kota Jawa Tengah, Jawa Tengah, 63925;Jalan Ahmad Yani No. 62, Kota Bali, Bali, 39437;Lainnya;07/02/2010
484879632;Lia Susanto;Jalan Diponegoro No. 81, Kota Jawa Barat, Jawa Barat, 80882;Jalan Ahmad Yani No. 78, Kota Bali, Bali, 85478;Lainnya;04/30/2002
4476210419;Agus Pranoto;Jalan Veteran No. 68, Kota Jawa Barat, Jawa Barat, 11833;Jalan Ahmad Yani No. 28, Kota Banten, Banten, 59915;Lainnya;09/30/2013
3637021707;Hadi Wijaya;Jalan Gatot Subroto No. 33, Kota Sumatera Utara, Sumatera Utara, 99632;Jalan Gatot Subroto No. 60, Kota Banten, Banten, 41754;Keluarga;10/02/2015
4005705693;Rini Hartono;Jalan Merdeka No. 93, Kota DKI Jakarta, DKI Jakarta, 97300;Jalan Gatot Subroto No. 38, Kota Jawa Tengah, Jawa Tengah, 55048;Pendidikan;07/15/2010
4395892241;Rita Sirait;Jalan Sudirman No. 45, Kota DKI Jakarta, DKI Jakarta, 89413;Jalan Diponegoro No. 6, Kota Banten, Banten, 26755;Pendidikan;08/15/2006
1141234678;Adi Sirait;Jalan Diponegoro No. 33, Kota DKI Jakarta, DKI Jakarta, 28335;Jalan Ahmad Yani No. 35, Kota Banten, Banten, 89016;Lainnya;06/01/2024
2324057910;Susan Kurniawan;Jalan Merdeka No. 38, Kota Jawa Timur, Jawa Timur, 61440;Jalan Veteran No. 84, Kota Sumatera Barat, Sumatera Barat, 43225;Pekerjaan;12/10/2005
442495306;Nurul Hartono;Jalan Ahmad Yani No. 19, Kota DKI Jakarta, DKI Jakarta, 43640;Jalan Merdeka No. 59, Kota Sumatera Utara, Sumatera Utara, 88188;Keluarga;05/16/2007
7199933335;Dedi Susanto;Jalan Merdeka No. 11, Kota Jawa Timur, Jawa Timur, 99830;Jalan Sudirman No. 26, Kota Jawa Barat, Jawa Barat, 64386;Keluarga;04/30/2020
8339579698;Agus Prasetyo;Jalan Veteran No. 39, Kota Jawa Barat, Jawa Barat, 71969;Jalan Gatot Subroto No. 3, Kota Banten, Banten, 28438;Pendidikan;08/25/2021
9203037538;Susan Hartono;Jalan Sudirman No. 23, Kota Jawa Barat, Jawa Barat, 70696;Jalan Merdeka No. 45, Kota Sumatera Barat, Sumatera Barat, 18802;Pendidikan;12/24/2022
1075053728;Rina Andriani;Jalan Diponegoro No. 74, Kota Sumatera Barat, Sumatera Barat, 11307;Jalan Ahmad Yani No. 63, Kota Jawa Timur, Jawa Timur, 82378;Pekerjaan;04/23/2024
9816309025;Yuni Gunawan;Jalan Diponegoro No. 2, Kota Jawa Tengah, Jawa Tengah, 40407;Jalan Veteran No. 17, Kota Sumatera Barat, Sumatera Barat, 77121;Pekerjaan;12/23/2020
4012886156;Rina Wijaya;Jalan Merdeka No. 71, Kota Jawa Tengah, Jawa Tengah, 79451;Jalan Diponegoro No. 41, Kota Jawa Timur, Jawa Timur, 78719;Lainnya;04/07/2013
7827394294;Rita Sirait;Jalan Sudirman No. 25, Kota Banten, Banten, 82458;Jalan Ahmad Yani No. 25, Kota Jawa Timur, Jawa Timur, 62554;Pekerjaan;03/14/2020
8082151475;Yuni Prasetyo;Jalan Merdeka No. 75, Kota DKI Jakarta, DKI Jakarta, 33789;Jalan Gatot Subroto No. 54, Kota DKI Jakarta, DKI Jakarta, 56825;Lainnya;03/14/2015
9926524407;Fitri Hidayat;Jalan Gatot Subroto No. 84, Kota Jawa Tengah, Jawa Tengah, 85942;Jalan Diponegoro No. 21, Kota Jawa Barat, Jawa Barat, 67598;Keluarga;08/20/2002
8506137854;Iwan Setiawan;Jalan Sudirman No. 9, Kota Sumatera Utara, Sumatera Utara, 86094;Jalan Gatot Subroto No. 1, Kota Sumatera Utara, Sumatera Utara, 83409;Pekerjaan;09/16/2024
6910022264;Maya Kurniawan;Jalan Ahmad Yani No. 15, Kota Bali, Bali, 18125;Jalan Sudirman No. 48, Kota Sumatera Barat, Sumatera Barat, 37021;Keluarga;02/19/2008
1136662043;Budi Hartono;Jalan Sudirman No. 7, Kota Sumatera Barat, Sumatera Barat, 51196;Jalan Ahmad Yani No. 7, Kota DKI Jakarta, DKI Jakarta, 20790;Pekerjaan;02/22/2020
8659584372;Ahmad Saputra;Jalan Veteran No. 19, Kota Jawa Timur, Jawa Timur, 86557;Jalan Ahmad Yani No. 2, Kota Bali, Bali, 88884;Lainnya;03/08/2019
3723031584;Hadi Wijaya;Jalan Gatot Subroto No. 31, Kota DKI Jakarta, DKI Jakarta, 98604;Jalan Diponegoro No. 46, Kota Sumatera Utara, Sumatera Utara, 86091;Keluarga;07/13/2006
4557249032;Fitri Andriani;Jalan Diponegoro No. 46, Kota Banten, Banten, 73720;Jalan Veteran No. 90, Kota Bali, Bali, 86557;Pekerjaan;09/17/2009
7936891771;Ahmad Hidayat;Jalan Sudirman No. 60, Kota Sumatera Utara, Sumatera Utara, 18736;Jalan Veteran No. 88, Kota DKI Jakarta, DKI Jakarta, 65302;Pekerjaan;02/20/2017
3204794837;Rudi Prasetyo;Jalan Veteran No. 58, Kota DKI Jakarta, DKI Jakarta, 94663;Jalan Ahmad Yani No. 81, Kota Banten, Banten, 70606;Keluarga;07/20/2004
6074502944;Dedi Prasetyo;Jalan Diponegoro No. 98, Kota Bali, Bali, 12037;Jalan Diponegoro No. 99, Kota Jawa Tengah, Jawa Tengah, 35398;Keluarga;08/13/2000
3495755936;Ahmad Hartono;Jalan Merdeka No. 26, Kota Jawa Barat, Jawa Barat, 34267;Jalan Diponegoro No. 29, Kota Bali, Bali, 63673;Lainnya;12/12/2001
6790743908;Rudi Sirait;Jalan Ahmad Yani No. 9, Kota DKI Jakarta, DKI Jakarta, 80002;Jalan Gatot Subroto No. 84, Kota Sumatera Barat, Sumatera Barat, 55901;Lainnya;05/31/2003
479122883;Erni Sirait;Jalan Merdeka No. 75, Kota Bali, Bali, 12012;Jalan Diponegoro No. 73, Kota Jawa Tengah, Jawa Tengah, 86930;Lainnya;04/17/2010
6771707719;Muhammad Hartono;Jalan Merdeka No. 16, Kota Banten, Banten, 29550;Jalan Gatot Subroto No. 51, Kota DKI Jakarta, DKI Jakarta, 72067;Pendidikan;08/09/2017
5870143908;Taufik Sirait;Jalan Merdeka No. 75, Kota Jawa Tengah, Jawa Tengah, 23722;Jalan Gatot Subroto No. 80, Kota Jawa Tengah, Jawa Tengah, 81010;Pendidikan;08/16/2018
1121679709;Bambang Setiawan;Jalan Ahmad Yani No. 55, Kota Banten, Banten, 62754;Jalan Sudirman No. 49, Kota Jawa Barat, Jawa Barat, 20866;Lainnya;07/15/2003
5232850327;Yulio Susanto;Jalan Gatot Subroto No. 41, Kota Sumatera Barat, Sumatera Barat, 79618;Jalan Veteran No. 72, Kota Sumatera Barat, Sumatera Barat, 49271;Keluarga;06/30/2017
7531490846;Adi Hartono;Jalan Diponegoro No. 88, Kota Jawa Barat, Jawa Barat, 26504;Jalan Merdeka No. 82, Kota Jawa Tengah, Jawa Tengah, 69836;Keluarga;12/03/2007
2815661353;Fitri Setiawan;Jalan Merdeka No. 2, Kota Sumatera Barat, Sumatera Barat, 73492;Jalan Veteran No. 45, Kota Banten, Banten, 31623;Pekerjaan;10/01/2019
6106244645;Slamet Nugroho;Jalan Sudirman No. 81, Kota Sumatera Barat, Sumatera Barat, 14145;Jalan Diponegoro No. 8, Kota Jawa Barat, Jawa Barat, 45488;Pekerjaan;03/17/2018
2450045834;Rini Nugroho;Jalan Ahmad Yani No. 83, Kota Bali, Bali, 80589;Jalan Diponegoro No. 97, Kota Bali, Bali, 29530;Pendidikan;05/09/2015
2348325524;Fitri Santoso;Jalan Diponegoro No. 45, Kota Sumatera Utara, Sumatera Utara, 33307;Jalan Merdeka No. 3, Kota Jawa Tengah, Jawa Tengah, 75798;Lainnya;10/06/2001
9622409545;Adi Gunawan;Jalan Merdeka No. 17, Kota DKI Jakarta, DKI Jakarta, 30766;Jalan Diponegoro No. 87, Kota Jawa Tengah, Jawa Tengah, 38276;Lainnya;06/18/2013
2499301375;Ani Pranoto;Jalan Gatot Subroto No. 45, Kota Jawa Barat, Jawa Barat, 86758;Jalan Veteran No. 96, Kota DKI Jakarta, DKI Jakarta, 54676;Keluarga;05/22/2014
6825104583;Rudi Santoso;Jalan Sudirman No. 84, Kota Banten, Banten, 86096;Jalan Gatot Subroto No. 72, Kota Sumatera Barat, Sumatera Barat, 96463;Lainnya;05/09/2001
2314516493;Wati Saputra;Jalan Veteran No. 51, Kota Jawa Timur, Jawa Timur, 62891;Jalan Ahmad Yani No. 78, Kota Jawa Tengah, Jawa Tengah, 96923;Lainnya;08/19/2013
8569085556;Ani Andriani;Jalan Sudirman No. 51, Kota Jawa Barat, Jawa Barat, 96358;Jalan Veteran No. 87, Kota Jawa Barat, Jawa Barat, 56752;Keluarga;08/19/2023
1665243271;Fitri Sirait;Jalan Gatot Subroto No. 78, Kota Jawa Barat, Jawa Barat, 24223;Jalan Gatot Subroto No. 61, Kota Jawa Timur, Jawa Timur, 63915;Pekerjaan;06/28/2007
2861528747;Wati Hidayat;Jalan Gatot Subroto No. 7, Kota Sumatera Barat, Sumatera Barat, 48988;Jalan Sudirman No. 76, Kota Jawa Barat, Jawa Barat, 57453;Pekerjaan;04/26/2000
5575307323;Rini Andriani;Jalan Diponegoro No. 61, Kota Banten, Banten, 78666;Jalan Veteran No. 80, Kota Jawa Timur, Jawa Timur, 20706;Pekerjaan;08/21/2019
6420249446;Muhammad Prasetyo;Jalan Ahmad Yani No. 21, Kota Banten, Banten, 65357;Jalan Sudirman No. 75, Kota Banten, Banten, 21648;Lainnya;01/22/2015
4855102504;Wati Hidayat;Jalan Gatot Subroto No. 28, Kota Jawa Timur, Jawa Timur, 54722;Jalan Sudirman No. 65, Kota DKI Jakarta, DKI Jakarta, 47767;Pekerjaan;01/28/2002
1440943379;Iwan Kurniawan;Jalan Diponegoro No. 45, Kota Sumatera Utara, Sumatera Utara, 61326;Jalan Merdeka No. 78, Kota DKI Jakarta, DKI Jakarta, 97735;Lainnya;11/10/2001
8618234511;Agus Nugroho;Jalan Merdeka No. 15, Kota DKI Jakarta, DKI Jakarta, 56612;Jalan Gatot Subroto No. 56, Kota Bali, Bali, 46909;Pendidikan;09/22/2023
9884887795;Lia Susanto;Jalan Veteran No. 32, Kota Bali, Bali, 36853;Jalan Gatot Subroto No. 63, Kota Sumatera Utara, Sumatera Utara, 83041;Lainnya;11/10/2002
5751825863;Agus Prasetyo;Jalan Sudirman No. 97, Kota Sumatera Barat, Sumatera Barat, 94370;Jalan Ahmad Yani No. 34, Kota Banten, Banten, 37703;Lainnya;06/03/2017
6256227136;Rina Kurniawan;Jalan Diponegoro No. 2, Kota Sumatera Utara, Sumatera Utara, 54270;Jalan Ahmad Yani No. 97, Kota Sumatera Barat, Sumatera Barat, 88323;Pekerjaan;08/05/2000
619811829;Ahmad Hutapea;Jalan Ahmad Yani No. 15, Kota Bali, Bali, 79840;Jalan Gatot Subroto No. 33, Kota Banten, Banten, 13956;Keluarga;03/26/2000
11855317;Fitri Gunawan;Jalan Diponegoro No. 41, Kota Jawa Tengah, Jawa Tengah, 17528;Jalan Veteran No. 67, Kota DKI Jakarta, DKI Jakarta, 92572;Keluarga;11/13/2023
9594064637;Indah Wijaya;Jalan Veteran No. 12, Kota Jawa Barat, Jawa Barat, 16782;Jalan Veteran No. 39, Kota Sumatera Utara, Sumatera Utara, 56604;Lainnya;12/09/2014
3027889051;Rudi Wijaya;Jalan Gatot Subroto No. 36, Kota Jawa Tengah, Jawa Tengah, 88059;Jalan Ahmad Yani No. 11, Kota Jawa Tengah, Jawa Tengah, 96178;Pendidikan;09/14/2002
7818334133;Siti Santoso;Jalan Gatot Subroto No. 65, Kota Sumatera Barat, Sumatera Barat, 45975;Jalan Ahmad Yani No. 3, Kota Jawa Tengah, Jawa Tengah, 46086;Pekerjaan;03/06/2018
2400067665;Bambang Setiawan;Jalan Diponegoro No. 85, Kota Banten, Banten, 61371;Jalan Gatot Subroto No. 29, Kota Jawa Tengah, Jawa Tengah, 38378;Keluarga;10/05/2018
5801816399;Maya Hartono;Jalan Gatot Subroto No. 85, Kota Jawa Barat, Jawa Barat, 80158;Jalan Veteran No. 77, Kota DKI Jakarta, DKI Jakarta, 57251;Keluarga;12/17/2002
3973755894;Erni Pranoto;Jalan Merdeka No. 49, Kota Jawa Tengah, Jawa Tengah, 83500;Jalan Gatot Subroto No. 54, Kota DKI Jakarta, DKI Jakarta, 95444;Pekerjaan;07/27/2011
7245676359;Hendro Gunawan;Jalan Veteran No. 4, Kota DKI Jakarta, DKI Jakarta, 97695;Jalan Ahmad Yani No. 76, Kota Sumatera Barat, Sumatera Barat, 70597;Pendidikan;12/01/2018
4142621887;Yuni Santoso;Jalan Merdeka No. 61, Kota Sumatera Barat, Sumatera Barat, 26875;Jalan Gatot Subroto No. 38, Kota Banten, Banten, 57389;Pendidikan;09/21/2023
7414454047;Yulio Hidayat;Jalan Diponegoro No. 41, Kota Bali, Bali, 87739;Jalan Sudirman No. 3, Kota Jawa Tengah, Jawa Tengah, 79747;Pendidikan;05/22/2005
7845488854;Susan Hutapea;Jalan Gatot Subroto No. 43, Kota Sumatera Barat, Sumatera Barat, 81756;Jalan Veteran No. 72, Kota Banten, Banten, 61803;Pendidikan;01/26/2014
1537514164;Nurul Setiawan;Jalan Veteran No. 69, Kota DKI Jakarta, DKI Jakarta, 56044;Jalan Gatot Subroto No. 8, Kota Banten, Banten, 66238;Pendidikan;07/20/2005
9528569130;Budi Sirait;Jalan Merdeka No. 48, Kota Sumatera Barat, Sumatera Barat, 45373;Jalan Gatot Subroto No. 85, Kota Jawa Timur, Jawa Timur, 90565;Keluarga;04/19/2018
3232677240;Iwan Sirait;Jalan Ahmad Yani No. 91, Kota Sumatera Utara, Sumatera Utara, 88291;Jalan Diponegoro No. 66, Kota Bali, Bali, 78602;Pekerjaan;11/06/2005
6857998188;Fitri Sirait;Jalan Sudirman No. 56, Kota Sumatera Barat, Sumatera Barat, 47490;Jalan Diponegoro No. 50, Kota DKI Jakarta, DKI Jakarta, 59827;Pendidikan;06/13/2003
5620614415;Agus Pranoto;Jalan Sudirman No. 30, Kota Jawa Tengah, Jawa Tengah, 57481;Jalan Ahmad Yani No. 37, Kota Jawa Timur, Jawa Timur, 86531;Pekerjaan;01/29/2014
7031702327;Adi Hidayat;Jalan Ahmad Yani No. 96, Kota Jawa Barat, Jawa Barat, 26516;Jalan Ahmad Yani No. 17, Kota Banten, Banten, 67346;Lainnya;02/26/2010
1924354510;Adi Santoso;Jalan Veteran No. 29, Kota Jawa Tengah, Jawa Tengah, 67581;Jalan Merdeka No. 100, Kota Jawa Tengah, Jawa Tengah, 14532;Lainnya;01/23/2012
310054913;Ahmad Setiawan;Jalan Ahmad Yani No. 47, Kota Jawa Timur, Jawa Timur, 22265;Jalan Veteran No. 70, Kota Bali, Bali, 24579;Keluarga;03/25/2014
4936755585;Slamet Saputra;Jalan Sudirman No. 23, Kota Bali, Bali, 66441;Jalan Diponegoro No. 32, Kota Sumatera Barat, Sumatera Barat, 50895;Keluarga;03/19/2006
1959465805;Iwan Hidayat;Jalan Ahmad Yani No. 7, Kota Jawa Timur, Jawa Timur, 86839;Jalan Sudirman No. 84, Kota Jawa Tengah, Jawa Tengah, 39587;Pekerjaan;06/06/2010
6696053601;Slamet Nugroho;Jalan Sudirman No. 36, Kota Bali, Bali, 98255;Jalan Veteran No. 99, Kota Jawa Tengah, Jawa Tengah, 23740;Pekerjaan;10/24/2019
1396952299;Hadi Sirait;Jalan Gatot Subroto No. 89, Kota Jawa Tengah, Jawa Tengah, 66551;Jalan Veteran No. 11, Kota Jawa Tengah, Jawa Tengah, 40549;Keluarga;01/28/2011
1182480223;Rini Santoso;Jalan Merdeka No. 24, Kota Jawa Timur, Jawa Timur, 24141;Jalan Gatot Subroto No. 41, Kota Sumatera Utara, Sumatera Utara, 87873;Pekerjaan;01/01/2003
5735366554;Siti Hartono;Jalan Merdeka No. 79, Kota Sumatera Utara, Sumatera Utara, 14072;Jalan Gatot Subroto No. 91, Kota Sumatera Utara, Sumatera Utara, 61253;Pekerjaan;10/13/2018
991709142;Susan Hutapea;Jalan Ahmad Yani No. 22, Kota Jawa Tengah, Jawa Tengah, 77797;Jalan Sudirman No. 93, Kota Bali, Bali, 50248;Keluarga;03/07/2013
9652574023;Susan Susanto;Jalan Veteran No. 5, Kota Sumatera Utara, Sumatera Utara, 72375;Jalan Gatot Subroto No. 21, Kota Banten, Banten, 93251;Lainnya;06/28/2010
7098504334;Erni Sirait;Jalan Veteran No. 12, Kota Jawa Barat, Jawa Barat, 20229;Jalan Gatot Subroto No. 83, Kota DKI Jakarta, DKI Jakarta, 14206;Pendidikan;04/24/2023
1549811901;Adi Prasetyo;Jalan Diponegoro No. 18, Kota Jawa Timur, Jawa Timur, 50632;Jalan Merdeka No. 91, Kota Sumatera Utara, Sumatera Utara, 14845;Lainnya;01/28/2001
2486099128;Adi Sirait;Jalan Gatot Subroto No. 11, Kota Banten, Banten, 85887;Jalan Diponegoro No. 43, Kota Jawa Barat, Jawa Barat, 43617;Lainnya;04/30/2015
4609669571;Rina Prasetyo;Jalan Veteran No. 17, Kota Jawa Barat, Jawa Barat, 85209;Jalan Veteran No. 34, Kota Banten, Banten, 58965;Keluarga;03/28/2012
1297720971;Susan Santoso;Jalan Ahmad Yani No. 41, Kota Jawa Tengah, Jawa Tengah, 91168;Jalan Merdeka No. 82, Kota Banten, Banten, 15913;Keluarga;05/26/2013
4749396028;Ani Hutapea;Jalan Sudirman No. 59, Kota Banten, Banten, 95910;Jalan Gatot Subroto No. 43, Kota Banten, Banten, 77695;Lainnya;11/24/2011
